text,count
helpless,1
drives,2
passenger,1
fiddling,1
radio,2
dial,1
changes,4
tunes,1
listen,6
jail,2
bobs,1
drunkenly,2
sarcastically,1
father,1
wouldn,1
approve,1
strike,1
permission,1
gettin,1
voice,4
loses,1
venom,1
scary,2
hide,2
picnic,1
myself,5
sharing,1
connection,1
realizing,3
created,1
exterior,1
themselves,1
driveway,3
motor,1
dad,1
offense,1
admiration,1
vile,1
faces,4
grow,1
pissed,6
slamming,1
finally,2
looked,3
seemed,1
occupied,1
innocence,1
bites,1
reluctant,1
selfish,1
treat,1
draws,2
saddle,1
desk,5
burying,1
lady,2
rhythm,1
friendliness,1
yippe,1
kai,1
aye,1
cowgirl,1
shoot,3
deputy,2
harm,1
oppressor,1
babe,2
weekend,1
late,2
write,1
version,2
sonnet,2
rhyme,3
elaborate,1
theme,1
however,1
aloud,2
shall,2
frozen,1
apathy,1
shifts,1
stoner,1
drawl,1
faith,1
thee,2
mine,1
errors,1
tis,1
loves,1
despise,1
view,2
pleas,1
dote,1
laxative,1
person,3
scrape,1
peanuts,1
sauce,1
officially,1
activity,1
backfired,1
drunk,3
puked,1
rejected,1
gathers,1
bolts,2
flank,2
stings,1
payin,1
lose,1
realization,2
peril,1
possibility,1
drawings,1
tightly,1
air,1
supply,1
tired,1
breathing,1
shyly,1
loosens,1
pictures,1
rocks,1
suspiciously,1
refrain,1
courage,1
b,1
macbeth,1
happily,1
puzzled,1
close,2
conspiratorially,1
suns,1
direct,1
quote,1
puck,1
flies,2
narrowly,1
missing,2
makin,1
headway,1
kissed,1
raised,1
rounds,1
fountain,2
sweetest,1
halo,1
prone,1
six,1
virgins,1
chortle,1
limo,1
flowers,1
barbie,1
n,1
ken,1
wad,2
roars,1
deface,1
flyer,1
bastion,1
commercial,1
excess,1
dates,1
betty,1
archie,1
veronica,1
anyway,1
wrong,2
perspective,1
statement,1
unconvinced,1
archery,1
patrols,1
arrows,1
targets,1
swaggers,1
careful,1
aim,2
concentrating,1
awfully,1
considering,2
arrow,2
background,1
crumples,1
ground,1
casualty,1
scurries,2
bow,1
spot,1
firmly,1
browses,1
section,1
hole,1
feminine,1
mystique,1
copy,1
frowning,1
