text,count
berating,1
badger,6
serious,3
intense,1
tired,1
recording,2
cuz,1
rails,1
awfully,1
consider,1
secret,1
public,2
lion,2
ruined,1
silence,2
sweep,1
triggers,1
approaching,1
swim,3
storm,1
searching,1
intruders,1
swirling,1
water,2
disappearing,1
fly,1
tubes,1
sewer,1
cascading,1
river,1
desperately,1
gasping,1
bagged,1
earlier,1
bursts,1
ecstatic,1
jeeeeez,1
widen,1
helicopters,1
surround,1
flanked,2
remain,2
silent,2
understand,3
protect,6
destroy,1
flashing,1
addresses,1
press,6
posters,2
ladies,1
gentlemammals,1
newest,1
recruit,1
remind,1
trails,1
background,3
bites,1
nails,1
nervous,2
rrrgh,1
conference,1
smart,1
answer,2
pretending,1
partner,3
application,2
gestures,4
touched,1
pointing,1
reporter,13
different,1
species,1
thumbs,1
connection,1
members,1
ones,2
accu,1
accurate,1
disappointed,1
rumbling,1
appease,1
reacts,1
component,2
dna,2
survived,2
hunting,1
instincts,1
reason,2
reverting,2
hearing,2
disbelieving,1
ends,1
possible,2
must,1
vigilant,1
prepared,1
sends,1
absolute,1
frenzy,1
considered,2
mandatory,1
quarantine,1
eager,1
completely,2
unaware,1
started,1
controversy,1
chance,1
mention,1
sarcastic,1
stated,1
facts,1
carry,1
guiltily,1
item,1
met,1
escalating,1
heartbroken,2
flinches,1
unthinkingly,1
calm,1
hurt,3
knew,1
believed,1
best,1
crumples,1
tosses,2
threatened,1
reporters,1
news,13
anchors,1
graphic,1
tragedy,1
female,2
anchor,6
gripped,1
caribou,2
loaded,1
ambulance,1
shot,1
critical,1
condition,1
victim,1
mauling,1
th,1
attack,1
week,1
connected,1
violence,1
traditionally,1
predatory,1
male,1
rally,1
organized,1
marred,1
protest,2
protesters,2
separate,1
diverse,1
celebrate,1
differences,1
interview,2
vo,1
shots,2
subway,8
blindly,1
blame,2
flail,1
madman,1
padded,1
irresponsible,2
label,1
savages,2
exhaustion,1
distress,1
gazzelle,1
divide,1
broadcast,1
laptop,1
loads,2
myself,1
walk,3
records,1
downstairs,1
boiler,1
waits,1
match,1
wider,2
pamphlet,3
integrity,1
honesty,1
bravery,1
words,1
yourself,2
credit,1
broken,1
due,1
supposed,1
serve,1
apart,1
sigh,2
deserve,1
worked,1
opportunity,1
sets,1
concern,1
farms,2
vegetable,1
works,2
wraps,1
newspaper,2
headline,2
growing,2
unrest,1
divides,1
doin,1
droopy,1
trier,2
innocent,1
devil,2
baked,1
stuff,1
fresh,1
produce,2
opened,1
gid,2
pastry,1
chefs,1
tri,1
burrows,1
paunchy,1
climbs,1
darned,1
adult,3
behaved,1
youth,1
lotta,1
manifested,1
unchecked,1
rage,1
aggression,1
anyhow,1
pies,3
tearing,2
field,1
bee,1
lining,1
shouts,1
others,1
dollar,1
flowers,5
crops,1
bugs,1
near,1
account,1
uncle,1
terry,2
ate,1
dawning,1
realization,2
stay,2
strong,2
sizable,1
divot,1
equation,1
peels,1
dust,1
tongues,1
softens,1
desolate,1
lawn,1
toxic,1
targeting,1
interesting,1
forgive,2
wouldn,1
ignorant,1
minded,1
shouldn,2
suffer,1
mistakes,2
fix,1
horrible,1
knowing,1
cocks,2
erase,1
sniffles,1
standing,2
shotgun,2
blueberries,3
eats,1
plan,1
knock,2
merchandise,1
favorite,1
movies,3
released,1
customer,1
scans,1
array,1
blatant,1
wreck,1
wrangled,1
offer,1
appearing,1
bootleg,1
flopsy,1
copsy,1
wessleton,1
ain,2
flicks,1
toothpick,1
pit,1
aaagh,1
agh,1
dirty,1
godmother,1
future,1
granddaughter,1
stole,1
sell,2
offered,1
couldn,1
pre,2
lap,2
ram,3
named,1
doug,14
spot,3
underground,1
abandoned,3
opposite,1
friendly,1
unfriendly,1
entrance,2
greenhouse,1
rows,1
cornered,1
market,1
hide,1
labworker,1
process,1
harvesting,1
pollen,1
eventually,1
producing,1
paint,1
pellet,3
howler,2
toxin,1
mark,1
gun,5
pictures,1
various,1
targets,1
puzzle,1
falling,1
hitting,1
serum,3
buzz,1
whichever,1
goons,2
returned,1
woolter,14
latte,1
jesse,5
creeps,1
hiding,1
extra,1
foam,1
locks,1
banging,1
trapped,1
rushes,1
control,1
engine,1
miracle,1
rust,1
bucket,2
hallelujah,1
tracks,4
kinda,1
situation,1
lab,2
minions,1
race,3
feeling,1
confident,1
mission,1
accomplished,1
premature,1
victory,2
blows,1
list,1
busted,1
rescind,1
noise,1
roof,1
hail,1
busts,1
flailing,1
charging,1
speed,4
incoming,1
carries,2
dislodging,1
knocked,1
horn,1
hurtles,1
dives,1
bucked,1
staving,1
unstuck,1
appears,2
perfectly,1
switches,1
avoiding,1
oncoming,1
except,2
derails,1
fire,1
dive,1
explodes,1
explosion,1
destroyed,1
shaking,1
containing,1
smacks,1
grimaces,1
natural,3
history,3
museum,4
empty,1
darting,1
applauding,1
troubling,1
rams,4
blocking,1
shoulder,1
sharp,1
wooly,1
mammoth,1
tusk,1
slashes,1
leg,2
ach,1
bleeding,1
pillar,1
relax,1
handkerchief,1
whoops,1
blueberry,2
team,3
talks,1
underestimated,1
sick,1
united,1
common,2
enemy,1
unstoppable,1
mummified,1
jackalope,1
illuminated,1
tackles,1
sunken,1
diorama,1
stayed,1
dart,3
aims,1
thwick,1
crouch,1
dials,1
fight,1
preds,1
biologically,1
predisposed,1
limp,1
fears,1
power,1
milking,1
besides,1
yakkety,1
laid,1
beautifully,1
disbelief,1
yea,1
livid,1
chamber,1
delicious,1
licking,1
fingers,1
framed,1
oooo,1
nailed,1
headlines,1
led,1
orange,1
jumpsuit,1
masterminding,1
plagued,1
predecessor,1
leodore,1
denies,1
knowledge,1
plot,1
claiming,1
feline,1
kitty,1
cowlick,1
interviews,1
imprison,1
classic,1
pred,2
related,1
doctors,1
antidote,1
proving,1
effective,1
rehabilitating,1
afflicted,1
wakes,1
reunion,1
focuses,1
soccer,2
perfect,1
complicated,1
slogan,1
messy,1
unpacking,1
donuts,1
limitations,1
exceptional,1
cadet,2
grounds,1
commencement,1
graduates,1
matter,1
type,1
shades,1
winks,1
implore,1
readies,1
exchange,1
nod,1
sincere,1
gesture,1
official,1
salute,1
recognize,1
caps,1
thrown,1
fades,1
applause,1
interrupted,1
finest,1
inspirational,1
greeting,1
cards,1
swat,1
undercover,1
anticipation,1
racer,1
pawpsickle,2
lurches,1
jamming,1
oops,1
stopped,1
tricked,1
sports,2
gas,1
patrol,1
fleeing,1
halt,1
fst,1
nml,1
exit,1
per,1
explanation,1
